basisOfRecord	catalogNumber	scientificName	institutionCode	collectionCode	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	identifiedBy	identificationRemarks	dateIdentified	typeStatus	recordNumber	fieldNumber	recordedBy	eventDate	continent	country	stateProvince	county	locality	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	verbatimElevation	verbatimDepth	habitat	associatedMedia	CreativeCommonsLicense	ArtObsID	relatedResourceID	coreid	musitModified	itemID	organismID	RelCatNo	RelCleanCatNo	rightsHolder	coremaBasisOfRecord	informationWithheld	preparations	materialSampleType	coremaModified	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	concentration	concentrationUnit	coremaRecordNumber	coremaRecordedBy	coremaEventDate	coremaCountry	coremaProvince	coremaCounty	coremaLocality	coremaElevation	coremaLat	coremaLong	coremaIdentificationRemarks	coremaTypeStatus	coremaIdentifiedBy	coremaDateIdentified	coremaScientificName	coremaGenus	coremaSpecificEpithet
Preserved specimen	256639	Hebeloma nigellum	O	F	Bruchet	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma			Klaus Høiland		2021		49-19-KH		Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28		Norway	Svalbard	Nordenskiöld Land	Nordenskiöld Land, Endalen	15.7635	78.1864	100			Moderate snow bed, SE slope	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115574&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256639	urn:uuid:64b5a37b-d9fd-405c-8497-c6e4e8e57659	2022-10-18	urn:uuid:64b5a37b-d9fd-405c-8497-c6e4e8e57659	urn:uuid:ec9d034a-664e-529e-8570-f35d43b9a895	O-DFL-15193/2-D	15193	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7826-19			49-19-KH	Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28	Norway	Svalbard	Nordenskiöld Land	Endalen		78.18639	15.76348	cf.		Klaus Høiland	2019-08-28	Cortinarius diasemospermus Lamoure	Cortinarius	diasemospermus
Preserved specimen	248315	Mycena parca	O	F	Aronsen	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena			Arne Aronsen	cf.	2020-02-18				Egil Bendiksen	2014-10-27		Norway	Oslo fylke	Oslo	Oslo: Rødtvet, Hestejordene	10.8468	59.9524	100			Cow/horse pasture, grassland; boreonemoral zone	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254869&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:248315	urn:uuid:1d6e7dbb-d9e2-461d-beab-4a78a53f69fc	2020-07-16	urn:uuid:1d6e7dbb-d9e2-461d-beab-4a78a53f69fc	urn:uuid:ecad2d95-dd27-5567-8e4f-1a59c9464003	O-DFL-1070/2-D	1070	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:37		gDNA					NOBAS793-15				Egil Bendiksen	2014-10-27	Norway	Oslo	Oslo	Oslo: Rødtvet, Hestejordene		59.95197	10.845894			Egil Bendiksen	2014-10-27	Mycena leptocephala (Pers.) Gillet	Mycena	leptocephala
Preserved specimen	245593	Phloeomana atropapillata	O	F	(Kühner & Maire) Aronsen & Læssøe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena			Thomas Læssøe, Anne Molia		2012-08-31		AM-203-2012		Thomas Læssøe, Anne Molia	2012-08-31		Norway	Vestfold og Telemark	Larvik	Larvik: Løvallåsen S	9.9049	58.9688	1			Åpen, grunnlendt kalkmark. Vokste åpent og eksponert i en kalksprekk med noe jord, gras og mose	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14322600&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:245593	urn:uuid:9c8922f8-1134-465e-b12b-a5eb79e58620	2022-11-21	urn:uuid:9c8922f8-1134-465e-b12b-a5eb79e58620	urn:uuid:ecd5cf4f-aebc-5d82-a5f6-72d627dd9e80	O-DFL-4433/2-D	4433	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:59		gDNA		CCDB						AM-203-2012	Thomas Læssøe, Anne Molia	2012-08-31	Norway	Vestfold	Larvik	Løvallåsen S		58.968755	9.904906			Thomas Læssøe, Anne Molia	2012-08-31	Mycena atropapillata Kühner & Maire	Mycena	atropapillata
Preserved specimen	254394	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma							JB97-405		John Bjarne Jordal	1997-09-12		Norway	Møre og Romsdal	Fjord	Norddal: Eidsdal, Kilstisetra	7.1217	62.2619	100	540-580 m		Setervoll med naturbeitemark; på marka	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115182&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254394	urn:uuid:50166ea3-cc16-42a4-82f7-a6a635ab8ac7	2018-12-04	urn:uuid:50166ea3-cc16-42a4-82f7-a6a635ab8ac7	urn:uuid:ecd7722e-b38b-58bb-bfc6-36980b76154d	O-DFL-9341/2-D	9341	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:53	Dry	gDNA		CCDB			NOBAS5699-18			JB97-405	John Bjarne Jordal	1997-09-12	Norway	Møre og Romsdal	Norddal	Eidsdal, Kilstisetra	540	62.261876	7.121659			John Bjarne Jordal	1997-09-12	Entoloma sp.	Entoloma	sp.
Preserved specimen	305065	Ramaria apiculata	O	F	(Fr.) Donk	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria			Mika Toivonen		2018-06-07				Siri Khalsa	2017-10-23		Norway	Viken	Lørenskog	Lørenskog: Østmarka	10.9914	59.8486				I rik granskog på død gran, liggende	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115100&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:305065	urn:uuid:a0eff4f3-1cb8-41b5-b8e1-43915062f368	2019-10-02	urn:uuid:a0eff4f3-1cb8-41b5-b8e1-43915062f368	urn:uuid:ece15944-4b57-5e8b-9f78-77b4bfdfb0cc	O-DFL-9286/2-D	9286	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:53	Dry	gDNA		CCDB			NOBAS5644-18				Siri Khalsa	2017-10-23	Norway	Akershus	Lørenskog	0		59.848626	10.991354			Siri Khalsa	2017-10-23	Ramaria stricta (Pers.: Fr.) Quél. var. concolor Corner	Ramaria	stricta
Preserved specimen	253856	Entoloma calthionis	O	F	Arnolds & Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Tor Erik Brandrud, Bálint Dima		2018-12-11		EB 238/16		Egil Bendiksen	2016-09-30		Norway	Viken	Lunner	Lunner: S. Oppdalen, Jørstadløkka	10.6931	60.2927	7	475 m		Rests of old pasture planted with spruce forest, cutting class 3, also Betula and Alnus incana. (Hier sylv, Viola riv, Orth, Hyp macul, Hyl spl). Now grazed by sheep, by small path, southern/middle boreal zone	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323939&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253856	urn:uuid:ffd24abe-ad13-4c07-afaa-41a1d479a93e	2020-02-13	urn:uuid:ffd24abe-ad13-4c07-afaa-41a1d479a93e	urn:uuid:ed0030e6-baa5-53a0-a4b5-1f31d1d694ce	O-DFL-6702/2-D	6702	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:47		gDNA		CCDB			NOBAS4190-17			EB 238/16	Egil Bendiksen	2016-09-30	Norway	Oppland	Lunner	S. Oppdalen, Jørstadløkka	475	60.292607	10.693008	cf.		Egil Bendiksen	2016-09-30	Entoloma juncinum (Kühner & Romagn.) Noordel.	Entoloma	juncinum
Preserved specimen	256353	Entoloma linkii	O	F	(Fr. : Fr.) Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima, Tor Erik Brandrud		2020-01-12		NMC2019-058		Olga Morozova	2019-09-04		Norway	Vestland	Stord	Stord: Storsøya	5.5738	59.882	800			[Calcareous Pinus-Corylus forest]	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116036&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256353	urn:uuid:ec0cfb23-8bd2-418b-94bc-542a036dbdc8	2020-01-13	urn:uuid:ec0cfb23-8bd2-418b-94bc-542a036dbdc8	urn:uuid:ed2d53fd-2a9e-502b-b33d-d73233dbb259	O-DFL-14498/2-D	14498	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:56	Dry	gDNA		CCDB			NOBAS7528-19			NMC2019-058	Olga Morozova	2019-09-04	Norway	Hordaland	Stord	Storsøya		59.882045	5.573849	cf.		Olga Morozova	2019-09-04	Entoloma brunneoserrulatum Eyssart. & Noordel.	Entoloma	brunneoserrulatum
Preserved specimen	75981	Russula	O	F	Pers.	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula			Juhani Ruotsalainen		2003-08-07		105-2003		Perry Gunnar Larsen	2003-08-07		Norway	Møre og Romsdal	Sula	Sula: Sulabakken	6.1213	62.4027	71	Ca. 50 m		Betula, Corylus	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13255965&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:75981	urn:uuid:aeb1ce5d-1dcd-44ce-9c45-572d76df2988	2022-09-07	urn:uuid:aeb1ce5d-1dcd-44ce-9c45-572d76df2988	urn:uuid:ed85e633-90e4-526f-bb12-9a5a71923623	O-DFL-2033/2-D	2033	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:39		gDNA					NOBAS1307-15			105-2003	Perry G. Larsen 105-2003	2003-08-07	Norway	Møre og Romsdal	Sula	Sula: Sulabakken	50	62.402184	6.12036			Juhani Ruotsalainen	2003-08-07	Russula sp.	Russula	sp.
Preserved specimen	254403	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma							JB97-401		Geir Gaarder, John Bjarne Jordal	1997-10-01		Norway	Møre og Romsdal	Smøla	Smøla: Vest-Smøla Beitemarker v/Brattvær kyrkje	7.7957	63.4067	150	0-10 m		Naturbeitemark og kystlynghei; på marka	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115192&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254403	urn:uuid:893a2a08-7b13-4757-8a82-4a0c50680b73	2018-12-04	urn:uuid:893a2a08-7b13-4757-8a82-4a0c50680b73	urn:uuid:ed8b25db-2985-53b1-865d-39b250fb0efa	O-DFL-9350/2-D	9350	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:53	Dry	gDNA		CCDB			NOBAS5708-18			JB97-401	Geir Gaarder, John Bjarne Jordal	1997-10-01	Norway	Møre og Romsdal	Smøla	Vest-Smøla Beitemarker v/Brattvær kyrkje	0	63.406654	7.795743			Geir Gaarder, John Bjarne Jordal	1997-10-01	Entoloma sp.	Entoloma	sp.
Preserved specimen	22245	Inocybe aurea	O	F	Huijsman	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Ellen Larsson	aff.	2018-10-28				Morten Pettersen	2011-07-08		Norway	Viken	Fredrikstad	Fredrikstad: Gansrød	11.0034	59.1852				Gran, osp, bjørk. Kalk	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114451&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:22245	urn:uuid:a2f4ba52-f1be-4dca-8d72-a3db58865198	2021-03-09	urn:uuid:a2f4ba52-f1be-4dca-8d72-a3db58865198	urn:uuid:edb1f625-5827-53cd-ba50-e5af9cb98586	O-DFL-8807/2-D	8807	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:52	Dry	gDNA		CCDB			NOBAS5358-18				Morten Pettersen	2011-07-08	Norway	Østfold	Fredrikstad	Fredrikstad: Gansrød		59.185214	11.003362			Øyvind Weholt	2011-07-08	Inocybe undulatospora Kuyper	Inocybe	undulatospora
Preserved specimen	252010	Entoloma glaucobasis	O	F	Huijsman ex Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			John Bjarne Jordal	aff.			JBJ09-E03		John Bjarne Jordal, Harald Bratli	2009-08-29		Norway	Trøndelag	Levanger	Levanger: Hellum	10.9781	63.6021	7			Calcareous seminatural grassland (pasture); on the ground	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321244&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:252010	urn:uuid:f6f21eeb-c49a-4d15-80b0-8b9e8ce88bfa	2016-09-07	urn:uuid:f6f21eeb-c49a-4d15-80b0-8b9e8ce88bfa	urn:uuid:edb5ce9e-f18c-569b-b492-d0eaf7e13afb	O-DFL-3191/2-D	3191	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:44		gDNA		CCDB			NOBAS2222-16			JBJ09-E03	John Bjarne Jordal, Harald Bratli	2009-08-29	Norway	Nord-Trøndelag	Levanger	Levanger: Hellum		63.60214	10.978086	aff.		John Bjarne Jordal	2009-08-29	Entoloma coeruleoflocculosum Noordel.	Entoloma	coeruleoflocculosum
Preserved specimen	76190	Echinoderma	O	F	(Bon) Bon	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma			Katriina Bendiksen	cf.	2017-08-18				Tom Bøckmann	2013-09-04		Norway	Vestfold og Telemark	Porsgrunn	Porsgrunn: Flåtten	9.6699	59.1231	71	100 m		Gammel gran/kalk	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115006&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115007&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:76190	urn:uuid:6fe8f113-ec30-4283-94d3-5025cebb9824	2018-09-11	urn:uuid:6fe8f113-ec30-4283-94d3-5025cebb9824	urn:uuid:edd313d7-3ca1-5f70-a304-0a9b84028984	O-DFL-8351/2-D	8351	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:52	Dry	gDNA		CCDB			NOBAS5472-18				Tom Bøckmann	2013-09-04	Norway	Telemark	Porsgrunn	Flåtten	100	59.122639	9.669028	cf.		Katriina Bendiksen	2013-09-04	Echinoderma sp.	Echinoderma	sp.
Preserved specimen	253676	Basidiodendron	O	F	Rick	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Incertae sedis Auriculariales	Basidiodendron			Viacheslav Spirin				JN9920		Jenni Nordén	2011-10-18		Norway	Vestfold og Telemark	Drangedal	Drangedal N	9.1226	59.215	1000			Old spruce dominated forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114232&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253676	urn:uuid:cc8a5b68-c356-43af-b290-5542319e6cf7	2017-11-16	urn:uuid:cc8a5b68-c356-43af-b290-5542319e6cf7	urn:uuid:eedc6824-b47b-5079-a855-481e91b53177	O-DFL-8169/2-D	8169	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:59	Dry	gDNA		CCDB			NOCOR360-18			JN9920	Jenni Nordén	2011-10-18	Norway	Telemark	Drangedal	Drangedal N		59.215007	9.122605			Viacheslav Spirin	2011-10-18	Basidiodendron sp.	Basidiodendron	sp.
Preserved specimen	304574	Entoloma sarcitulum	O	F	(P.D. Orton) Arnolds	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Tor Erik Brandrud, Bálint Dima		2017		TEB 265-16		Tor Erik Brandrud	2016-08-21		Norway	Trøndelag	Steinkjer	Steinkjer: Mire south of Høgåsen	11.4087	64.1415	1			Open moist calcareous spruce forest, seasonally hydrophilous w/ Carex, panicea, Carex flava				urn:catalog:O:F:304574	urn:uuid:4439cf59-9c93-4fd2-8139-796c90e8f46b	2020-02-04	urn:uuid:4439cf59-9c93-4fd2-8139-796c90e8f46b	urn:uuid:ef03338e-7787-5735-82be-c70452d5e9b1	O-DFL-6839/2-D	6839	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:48		gDNA		CCDB			NOBAS4327-17			TEB 265-16	Tor Erik Brandrud	2016-08-21	Norway	Nord-Trøndelag	Steinkjer	Mire south of Høgåsen		64.141532	11.40874	aff.		Tor Erik Brandrud	2016-08-21	Entoloma formosum (Fr.: Fr.) Noordel.	Entoloma	formosum
Preserved specimen	22472	Psathyrella	O	F	(Fr.) Quél.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella			Katriina Bendiksen		2015-06-04				Katriina Bendiksen	2015-06-04		Norway	Oslo fylke	Oslo	Oslo: Tøyen, Botanisk hage	10.7669	59.9179	5	20 m		Arboretdelen, på plen ved sti	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320924&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:22472	urn:uuid:c45a8a9a-2121-4a19-b591-a550f107184c	2016-11-29	urn:uuid:c45a8a9a-2121-4a19-b591-a550f107184c	urn:uuid:ef358dc5-bbcd-5a85-a9fc-9bfedf7c34eb	O-DFL-3049/2-D	3049	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:42		gDNA					NOBAS1844-16				Katriina Bendiksen	2015-06-04	Norway	Oslo	Oslo	Botanisk hage, Tøyen	20	59.917863	10.766864			Katriina Bendiksen	2015-06-04	Psathyrella sp.	Psathyrella	sp.
Preserved specimen	249711	Butyriboletus subappendiculatus	O	F	(Dermek, Lazebn. & J. Veselský) D. Arora & J.L. Frank	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus			Siv Moen		2013-09-19				Siv Moen	2013-09-19		Norway	Viken	Nittedal	Nittedal: Slattum	10.906	60.0149	10			Granskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13532862&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	2179839	urn:catalog:O:F:249711	urn:uuid:affc4941-4a6c-48d2-a9df-4f2fb0685386	2016-12-15	urn:uuid:affc4941-4a6c-48d2-a9df-4f2fb0685386	urn:uuid:ef40420a-3c57-5180-9f72-5ba26d609cee	O-DFL-2160/2-D	2160	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:40		gDNA					NOBAS1434-15				Siv Moen	2013-09-19	Norway	Akershus	Nittedal	Slattum		60.01487	10.90595			Siv Moen	2013-09-19	Boletus subappendiculatus Dermek, Lazebn. & J.Veselský	Boletus	subappendiculatus
Preserved specimen	72899	Entoloma melenosmum	O	F	Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02		66/99		Gro Gulden, R. E. Tulloss	1999-08-26		Norway	Vestland	Kinn	Svanøy, Vågafjell W for Sagevann	5.083	61.4888	707	Ca. 50 m		fuktig lågurtskog D2, hassel, or, gran	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114391&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:72899	urn:uuid:b8d0a5c3-b968-4ae7-b6a1-2a9c229ac3bf	2020-01-31	urn:uuid:b8d0a5c3-b968-4ae7-b6a1-2a9c229ac3bf	urn:uuid:ef7300df-cbd2-529f-8902-4049e48d9a84	O-DFL-8774/2-D	8774	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:51	Dry	gDNA		CCDB			NOBAS5325-18			66/99	Gro Gulden, R. E. Tulloss	1999-08-26	Norway	Sogn og Fjordane		Svanøy, Vågafjell W for Sagevann	50	61.492091	5.092233	cf.		Gro Gulden, R. E. Tulloss	1999-08-26	Entoloma rhodopolium (Fr.: Fr.) P.Kumm.	Entoloma	rhodopolium
Preserved specimen	75964	Crepidotus cesatii var. subsphaerosporus	O	F	(J.E. Lange) Senn-Irlet	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus			Katriina Bendiksen		2018-01-24				Egil Bendiksen	2014-09-07		Norway	Viken	Lunner	Lunner: S. Oppdalen, Mørkomdalen	10.6895	60.2918	141	Ca. 430-450 m		On bark of large, not much deceyed Picea trunk in southern/middle boreal low herb Picea forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13532474&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:75964	urn:uuid:4ca2ced5-1c1c-4f00-9182-56311c205264	2018-01-25	urn:uuid:4ca2ced5-1c1c-4f00-9182-56311c205264	urn:uuid:ef8fc25b-65de-5200-a74b-df667397910b	O-DFL-1165/2-D	1165	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:37		gDNA					NOBAS1242-15				Egil Bendiksen	2014-09-07	Norway	Oppland	Lunner	Lunner: S. Oppdalen, Mørkomdalen	430					Egil Bendiksen	2014-09-07	Crepidotus cesatii (Rabenh.) Sacc.	Crepidotus	cesatii
Preserved specimen	370557	Russula	O	F	Pers.	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula			Juhani Ruotsalainen		2009-04		R4/08		Øyvind Weholt	2008-08-03		Norway	Viken	Fredrikstad	Fredrikstad: Gansrød-Pernes, Torsnes	10.9975	59.1884	7	Ca. 20 m		Under Picea, in needles, Vaccinium myrtillus	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115481&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115482&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:370557	urn:uuid:fa379139-7181-462c-ad84-6a8b2ac4b2cb	2020-01-09	urn:uuid:fa379139-7181-462c-ad84-6a8b2ac4b2cb	urn:uuid:efa51ed9-00fd-59d5-afc7-6b8f986dd15d	O-DFL-10572/2-D	10572	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS6818-19			R4/08	Øyvind Weholt	2008-08-03	Norway	Østfold	Fredrikstad	Gansrød-Pernes, Torsnes	20	59.187041	10.997453			Juhani Ruotsalainen	2008-08-03	Russula sp.	Russula	sp.
Preserved specimen	251487	Inosperma calamistratum	O	F	(Fr.) Matheny & Esteve-Rav.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Inger-Lise Fonneland		2014-09-21		I-LF 2014-59		Inger-Lise Fonneland	2014-09-21		Norway	Agder	Tvedestrand	Tvedestrand: Gullspettvann	9.0821	58.6656	5			Edelløvskog med innslag av gran og furu	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320984&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320985&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/	2357455	urn:catalog:O:F:251487	urn:uuid:b517f129-7efa-4481-8ff3-0c8d5408eb49	2016-09-21	urn:uuid:b517f129-7efa-4481-8ff3-0c8d5408eb49	urn:uuid:efb7226a-cd78-552c-9c92-0400bd811dd7	O-DFL-3086/2-D	3086	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:42		gDNA					NOBAS1881-16			I-LF 2014-59	Inger-Lise Fonneland	2014-09-21	Norway	Aust-Agder	Tvedestrand	Gullspettvann		58.665598	9.082057			Inger-Lise Fonneland	2014-09-21	Inocybe calamistrata (Fr.: Fr.) Gillet	Inocybe	calamistrata
Preserved specimen	251653	Chaetosphaeria	O	F	Tul. & C. Tul.	Fungi	Ascomycota	Ascomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria			Björn Nordén		2011-10-11		JB14-5665		Björn Nordén, John Bjarne Jordal	2011-10-11		Norway	Møre og Romsdal	Molde	Nesset: Eikesdalen: Ljåstranda	8.171	62.492	10	50 m		Edellauvskog; på ved av nedramla, styva alm	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323816&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:251653	urn:uuid:ad060eb9-41ad-49cd-a082-c5f04831d1b3	2018-12-10	urn:uuid:ad060eb9-41ad-49cd-a082-c5f04831d1b3	urn:uuid:efe39298-b066-5375-acea-315c1e78c518	O-DFL-6488/2-D	6488	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:46		gDNA		CCDB			NOBAS3976-17			JB14-5665	Björn Nordén,  John Bjarne Jordal	2011-10-11	Norway	Møre og Romsdal	Nesset	Eikesdalen, Ljåstranda	50	62.49196	8.171003			Björn Nordén	2011-10-11	Chaetosphaeria sp.	Chaetosphaeria	sp.
Preserved specimen	21232	Hymenogaster	O	F	Vittad.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster			Roy Kristiansen		2011-09-23				Roy Kristiansen	2011-09-23		Norway	Viken	Hvaler	Hvaler: Vesterøy, Kuvauen	10.8454	59.098	10	Ca. 15 m		I kalkgranskog, på svart jord				urn:catalog:O:F:21232	urn:uuid:da652521-4282-46a1-a246-98e2e60ef7d6	2013-09-30	urn:uuid:da652521-4282-46a1-a246-98e2e60ef7d6	urn:uuid:eff652ed-ce57-5df7-b45e-28a2759f5833	O-DFL-14981/1-D	14981	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:44	Buffer	gDNA	Qiagen Plant Mini Kit	Audun Schrøder-Nilsen	2012-03-08						Roy Kristiansen	2011-09-23	Norway	Østfold	Hvaler	Vesterøy, Kuvauen	15	59.097952	10.84539			Roy Kristiansen	2011-09-23	Hymenogaster sp.	Hymenogaster	sp.
