JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F1840	F	1840		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Norsk�yene		Norske �yer, Svalbard			?	?	-	?	?	=	4							Norske Nordhavs ekspedisjonen	Ethanol		Norske Nordhavs ekspedisjonen	Sars, Georg Ossian																																																																		
F15090	F	15090		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		North Devon	�stsiden av den store breen.	East of the great glacier, North Devon			17.07.1902	17.07.1902	-	5,6	5,6	=	12							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15091	F	15091		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		North Devon	"""Off the camping ground""."	North Devon, off the camping-ground			19.07.1902	19.07.1902	-	5,6	13,2	=	7							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F14810	F	14810		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Novaja Zemlja		Nov. Zemlja			?	?	-	?	?	=	2								Ethanol		Anonym	Anonym																																																																		
F14663	F	14663		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Novaja Zemlja		Novaja Zemlja			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	5								Ethanol		Aagaard?	Sars, Georg Ossian																																																																		
F15074	F	15074		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Nunavut		Lok.?			16.08.1901	16.08.1901	-	13,2	13,2	>	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15081	F	15081		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Nunavut		Lok.?			30.07.1900	30.07.1900	-	?	?	=	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15086	F	15086		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Nunavut		Lok.?			09.07.1901	09.07.1901	-	?	?	=	4							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15089	F	15089		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Nunavut		Lok.?			30.08.1901	30.08.1901	-	8	8	=	1				Leire og Grus			Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian		Med alger.																																																																
F15077	F	15077		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Penn Island	S�ndre del av Penn Island	Southern end of Penn Island			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	4							Fram 2 ekspedisjonen	Ethanol	Skrape, h�ndskrape	Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15076	F	15076		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Rice Strait	Bukt ved Rice Strait.	Bay at Rice Strait			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	1							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F14659	F	14659		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Selhundsbukta		Salhundbugten, Novaja Zemlja			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	7								Ethanol		Aagaard?	Sars, Georg Ossian																																																																		
F15082	F	15082		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Stordalen	Utsiden av munningen av Stordalen.	Outside the mouth of Stordalen			30.08.1900	30.08.1900	-	3,8	38	=	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15080	F	15080		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Stordalen	Vestre side av munningen av Stordalen.	Western side of the mouth of Stordalen			26.07.1900	26.07.1900	-	18,8	18,8	=	2				Leire			Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F13678	F	13678		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Troms�		Troms�			?	?	-	?	?	=	2								Ethanol		Collett?	Sars, Georg Ossian																																																																		
F15079	F	15079		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Vinterhavnen		Winter haven			24.07.1900	24.07.1900	-	84,6	84,6	=	3							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15083	F	15083		Crustacea	Amphipoda		Atylidae	Atylus carinatus	(J.C.Fabricius)		Vinterhavnen		Winter haven			08.08.1900	08.08.1900	-	28,2	28,2	=	1							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
