JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F19535	F	19535		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Foldenfjorden		Foldenfjord			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F24873	F	24873		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Grindvik		Grindvik, Ons�y, �stfold			13.09.1968	13.09.1968	-	?	?	=	2	2f							Ethanol		Sneli, J.A.	Meland, Kenneth, 2022		"Meland, 2022: ""Lengde: 14mm""."																																																																
F19536	F	19536		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Norge		Norv.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19531	F	19531		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Oslofjorden		Chr.fj.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19532	F	19532		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Oslofjorden		Chr.fj.			?	?	-	?	?	=	?				Alger				Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19533	F	19533		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Oslofjorden		Chr.fj.			?	?	-	?	?	=	?				Alger				Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19534	F	19534		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Oslofjorden		Chr.fj.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F24874	F	24874		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Roppestadholmen		Roppestadholmen, N�tter�y, Vestfold			24.10.1968	24.10.1968	-	?	?	=	2								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F19428	F	19428		Crustacea	Mysidacea		Mysidae	Praunus neglectus	(G.O.Sars)		Viernbukta		V-Viernbukta, Store Ostsund, Ost�ya, Indre Oslofjord			30.07.1982	30.07.1982	-	1	1	=	4				Mudder med Sand, Fucus				Ethanol	H�v	Christiansen, Marit Ellen	Christiansen, Marit Ellen		Dt.: M.E.Christiansen 1982.																																																																
