JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F13583	F	13583		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Hitra & Fr�ya	Hitteren (idag: Hitra og Fr�ya)	Hitteren			?	?	-	?	?	=	?								Ethanol		Collett?	Sars, Georg Ossian		G.O.Sars coll.																																																																
F13584	F	13584		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Karm�y		Karm�			?	?	-	?	?	=	5								Ethanol		Anonym	Sars, Georg Ossian		"P� krt.kort st�r det ""B."" og  ""Collect: G.O.Sars""."																																																																
F13582	F	13582		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Norden		Lok.?			?	?	-	?	?	>	2								Ethanol		Anonym	Sars, Georg Ossian		"P� krt.kort st�r det ""B."" og  ""Collect: G.O.Sars""."																																																																
F13581	F	13581		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Norge	Vest-Norge	Norv. occid			?	?	-	?	?	>	2								Ethanol		Anonym	Sars, Georg Ossian		"P� krt.kort st�r det ""G.O.S."" og  ""Collect: G.O.Sars""."																																																																
F15110	F	15110		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Nunavut	"""Off the camping ground"""	Off the camping-ground			29.06.1901	29.06.1901	-	?	?	=	4							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F13585	F	13585		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Oslofjorden		Chr.fj.			?	?	-	?	?	>	2								Ethanol		Anonym	Sars, Georg Ossian		"P� krt.kort st�r det ""G.O.S."" og  ""Collect: G.O.Sars""."																																																																
F15109	F	15109		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Rice Strait		Rice Strait			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	7,5	37,6	>	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F24689	F	24689		Crustacea	Amphipoda		Ischyroceridae	Ischyrocerus minutus	Liljeborg		Rice Strait		Rice Strait			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	?							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian		P� hydroider.																																																																
