JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F1173	F	1173		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Germaniahavn, Sabine�ya		Germaniahafen, Sabine-�ya	502		22.07.1932	22.07.1932	-	10	10	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1169	F	1169		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Herchelhus		Herchelhus	1010		17.07.1930	17.07.1930	-	6	8	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1170	F	1170		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Herchelhus		Herchelhus	1011		17.07.1930	17.07.1930	-	6	8	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1171	F	1171		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Herchelhus		Herchelhus	1015		18.07.1930	18.07.1930	-	8	8	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1174	F	1174		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Herchelhus		Herchelhus	504		22.07.1932	22.07.1932	-	7	7	=	3							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1168	F	1168		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Kapp Humboldt, Ymer�ya		Kap. Humboldt	21		05.08.1929	05.08.1929	-	30	36	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1172	F	1172		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Kapp Mary		Kap Mary	26		08.08.1931	08.08.1931	-	30	30	=	2							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F1167	F	1167		Crustacea	Amphipoda		Gammaridae	Weyprechtia pinguis			Landingsdalen		Landingsdalen	8		28.07.1929	28.07.1929	-	20	26	>	10							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
