JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F14712	F	14712		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Boka Kotorska		Boka Katorska, Adriaterhavet			31.03.1964	31.03.1964	-	15	15	=	9								Ethanol		Karaman, Gordan S.	Karaman, Gordan S.		Opplysninger er bla. fra gammel journal, utl�n, gaver (1924-1974): 1972.																																																																
F13170	F	13170		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Krager�		Krager�			?	?	-	?	?	=	?								Ethanol		Anonym	Anonym																																																																		
F14791	F	14791		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			La Spezia		Spezia			?	?	-	?	?	=	?								Ethanol		Anonym	Anonym																																																																		
F13099	F	13099		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Norden		Lok.?			?	?	-	?	?	=	2	2mm							Ethanol		Anonym	Anonym																																																																		
F13152	F	13152		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Norden		Lok.?			?	?	-	?	?	=	7								Ethanol		Anonym	Anonym																																																																		
F13223	F	13223		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Norden		Lok.?			?	?	-	?	?	>	2								Ethanol		Anonym	Anonym																																																																		
F13094	F	13094		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Oslofjorden		Christianiafjorden			?	?	-	?	?	=	12								Ethanol		Anonym	Anonym																																																																		
F13235b	F	13235	b	Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Ris�r		Ris�r			?	?	-	?	?	=	?								Ethanol		Anonym	King, Rachael A.		G.O.Sars coll. F13235 er n� delt i F13235a-d (etanolmatr.). Rev. R.King 2002/2003. a: H.antennaria, b: H.crenulata, c: H.laevis, d: H.pectinata.																																																																
F13101	F	13101		Crustacea	Amphipoda		Phoxocephalidae	Harpinia crenulata			Trondheimsfjorden		Trondhjemsfjorden			?	?	-	?	?	=	5								Ethanol		Anonym	Anonym																																																																		
