JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F14622	F	14622		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Gr�nland		Gr�nland			?	?	-	?	?	=	8										Anonym	Kr�yer																																																																		
F14556	F	14556		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Gr�nland		Gr�nland			?	?	-	?	?	=	5								Ethanol		Anonym	Sars, Georg Ossian		"P� krt.kort st�r det ""Kr."" og rev: G.O.Sars."																																																																
F14557	F	14557		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Gr�nland		Gr�nland			?	?	-	?	?	=	9								Ethanol		Sars, Michael?	Sars, Georg Ossian																																																																		
F14662	F	14662		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Gr�nland		Gr�nland			?	?	-	?	?	=	7								Ethanol		Anonym	Sars, Georg Ossian		"P� krt. kort st�r det: ""B."" og ""rev. G.O.Sars""."																																																																
F13415	F	13415		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Karm�y		Karm�			?	?	-	?	?	=	1								Ethanol		Anonym	Anonym		"P� krt.kort st�r det ""B.""."																																																																
F1166	F	1166		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Landingsdalen		Landingsdalen	8		28.07.1929	28.07.1929	-	20	26	=	1							Hoels Gr�nland ekspedisjon	Ethanol		Hoels Gr�nland ekspedisjon	Schellenberg, A.																																																																		
F15072	F	15072		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			North Devon	�st for den store breen.	East of the great glacier, North Devon			17.07.1902	17.07.1902	-	5,6	5,6	=	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
F15071	F	15071		Crustacea	Amphipoda		Pontogeneiidae	Pontogeneia inermis			Upernivik		Upernivik			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	7,5	24,4	=	2							Fram 2 ekspedisjonen	Ethanol		Fram 2 ekspedisjonen	Sars, Georg Ossian																																																																		
