JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F19696	F	19696		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norden		Lok.?	3		14.09.1957	14.09.1957	-	?	?	=	?								Ethanol		Walvig, F.	Holmquist, Charlotte																																																																		
F19697	F	19697		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norden		Lok.?	8		04.11.1958	04.11.1958	-	?	?	=	?								Ethanol		Walvig, F.	Holmquist, Charlotte		Dt: Holmquist 1983.																																																																
F19623	F	19623		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norge		Norv.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19624	F	19624		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norge		Norv.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19630	F	19630		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norge		Norv.			?	?	-	?	?	=	?								Ethanol		Schneider, Sp.	Holmquist, Charlotte																																																																		
F2237	F	2237		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Norskehavet & Barentshavet & Gr�nlandshavet		Lok.?			?	?	-	?	?	>	10							Norske Nordhavs ekspedisjonen	Ethanol		Norske Nordhavs ekspedisjonen	Holmquist, Charlotte		"Pr�vens lokalitet er ukjent. Alle havomr�der som eksp. var i er f�rt opp under ""Lokalitet"", men det er uvisst om pr�ven inneholder matr. fra alle havomr�dene."																																																																
F19618	F	19618		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Oslofjorden		Chr.fj.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19622	F	19622		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Oslofjorden		Christianiafj.			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F24866	F	24866		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Presteskj�r		Presteskj�r, Nesodden, Akershus			21.08.1968	21.08.1968	-	?	?	=	19								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F24867	F	24867		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Raudskj�ra		Rauskj�r, Asker, Akershus			31.07.1968	31.07.1968	-	?	?	=	1								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
