Order_orig.	Familiy_orig.	Orig._comb.		Described_as	Name	Author	Year	Page	Bar code	Type kind	Are we sure it is a published name?	Conserved as	Where	Associated preparation numbers	Labeled as type	Label(s)	Specimens	Males	Females	Larvae	Pupae	Original description checked?	Author(s)	Year	Title	Reference	Editors	Place	Periodicle	Publisher	Volume	Pages	Expedition	Country	Years	Province/Region/State	District/County/Municip.	This is type locality	Order.	Family	Genus	Combination	Author and year	Status	Reference to curr. taxonomy	Reference to publication of lectotype	Date	Remarks	Recorder	Locality	Country	Invalid details	Current combination established by	Record_ID	Search by bar code	Copy
Lepidoptera	Geometridae	Larentia taeniata f. angustifasciata		Form	angustifasciata	Strand	1903	17	10003685	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Grong 14.7.84", "Schøyen", "f. angustifasciata Strand. 03.", "Cidaria taeniata Steph."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Nord-Trøndelag	Grong	Yes	Lepidoptera	Geometridae	Martania	Martania taeniata	(Stephens, 1831)	Invalid			24.10.2005		Aarvik, Leif	Grong	Norway	infrasubspecific name		552		0
Lepidoptera	Geometridae	Larentia sordidata ab. constricta		Aberration	constricta	Strand	1903	20	10003601	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Krødsherred Strand","Larentia sordidata F. ab. constricta Strd"	0	1	0	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Buskerud	Krødsherad	Unknown	Lepidoptera	Geometridae	Hydriomena	Hydriomena furcata	(Thunberg, 1784)	Invalid			24.10.2005		Aarvik, Leif	Krødsherad	Norway	infrasubspecific name		556		0
Lepidoptera	Geometridae	Larentia polata ab. constricta		Aberration	constricta	Strand	1903	19	10003567	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Kistrand Porsanger", "Schøyen legit.","ab. constricta Strand 1903.", "Cidaria polata Dup."	0	1	0	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Finnmark	Porsanger	Yes	Lepidoptera	Geometridae	Entephria polata	Entephria polata	(Duponchel, 1830)	Invalid			24.10.2005		Aarvik, Leif	Kistrand	Norway	infrasubspecific name		554		0
Lepidoptera	Geometridae	Larentia montanata ab. constricta		Aberration	constricta	Strand	1903	17	10003550	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Ladegaardsøen Lovs", "Esmark","ab. constricta Strand 1903."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Oslo	Oslo	Yes	Lepidoptera	Geometridae	Xanthorhoe	Xanthorhoe montanata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Bygdøy	Norway	infrasubspecific name		553		0
Lepidoptera	Geometridae	Larentia serraria f. continua		Form	continua	Strand	1903	16	10003651	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Snaasen 3.7.84.", "Schøyen", "f. continua Strand 1903.", "Cidaria serraria Z."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Nord-Trøndelag	Snåsa	Unknown	Lepidoptera	Geometridae	Heterothera	Heterothera serraria	(Lienig & Zeller, 1846)	Invalid			24.10.2005		Aarvik, Leif	Snåsa	Norway	infrasubspecific name		550		0
Lepidoptera	Geometridae	Larentia dotata ab. deleta		Aberration	deleta	Strand	1903	15	10003634	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Drivstuen Dovrefjeld 5.8.78.", "Schøyen legit.", "ab. deleta Strand 1903.", "Lygris pyraliata Schiff."	0	1	0	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Sør-Trøndelag	Oppdal	Yes	Lepidoptera	Geometridae	Eulithis	Eulithis pyraliata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Drivstua	Norway	infrasubspecific name		549		0
Lepidoptera	Geometridae	Larentia albulata v. dissoluta		Variation	dissoluta	Strand	1902	167	10003579	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Sireosen  Strand leg.", "Larentia albulata Schiff. v. dissoluta Strand"	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Vest-Agder	Flekkefjord	Unknown	Lepidoptera	Geometridae	Perizoma	Perizoma albulata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Sireosen	Norway	infrasubspecific name		512		0
Lepidoptera	Geometridae	Larentia albulata v. dissoluta		Variation	dissoluta	Strand	1902	167	10003562	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Siredal  Strand", "Larentia albulata Schiff. v. dissoluta Strand"	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Vest-Agder	Sirdal	Unknown	Lepidoptera	Geometridae	Perizoma	Perizoma albulata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Sirdal	Norway	infrasubspecific name		511		0
Lepidoptera	Geometridae	Larentia albulata v. dissoluta		Variation	dissoluta	Strand	1902	167	10003545	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Bossekop.  Strand leg.", "Larentia albulata Schiff. v. dissoluta Strand"	0	0	1	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Finnmark	Alta	Unknown	Lepidoptera	Geometridae	Perizoma	Perizoma albulata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Bossekop	Norway	infrasubspecific name		510		0
Lepidoptera	Geometridae	Larentia albulata v. dissoluta		Variation	dissoluta	Strand	1902	167	10003680	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Sopnes (Alten).  Strand leg.", "Larentia albulata Schiff. v. dissoluta Strand"	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Finnmark	Alta	Unknown	Lepidoptera	Geometridae	Perizoma	Perizoma albulata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Sopnes	Norway	infrasubspecific name		509		0
Lepidoptera	Geometridae	Larentia albulata v. dissoluta		Variation	dissoluta	Strand	1902	167	10003663	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Sopnes (Alten).  Strand leg.", "Lar. albulata v. dissoluta Strand"	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Finnmark	Alta	Unknown	Lepidoptera	Geometridae	Perizoma	Perizoma albulata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Sopnes	Norway	infrasubspecific name		508		0
Lepidoptera	Geometridae	Larentia taeniata f. latefasciata		Form	latefasciata	Strand	1903	17	10003668	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Sunelven Søndmøre", "Schøyen", "f. latefasciata Strand 1903.", "Cidaria taeniata Steph."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Møre og Romsdal	Stranda	Yes	Lepidoptera	Geometridae	Martania	Martania taeniata	(Stephens, 1831)	Invalid			24.10.2005		Aarvik, Leif	Sunnylven	Norway	infrasubspecific name		551		0
Lepidoptera	Geometridae	Larentia minorata ab. monticola		Aberration	monticola	Strand	1902	166	10003646	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Nordreisen. Strand leg.", "Larentia minorata Tr. ab. monticola Strand"	0	0	1	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Troms	Nordreisa	Yes	Lepidoptera	Geometridae	Perizoma	Perizoma minorata	(Treitschke, 1828)	Invalid			24.10.2005		Aarvik, Leif	Nordreisa	Norway	infrasubspecific name		507		0
Lepidoptera	Geometridae	Larentia caesiata v. norvegica		Variation	norvegica	Strand	1902	165	10000964	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Tysfjorden", "Strand"	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Rogaland	Suldal	Yes	Lepidoptera	Geometridae	Entephria	Entephria caesiata	(Denis & Schiffermüller, 1775)	Invalid			18.10.2005		Aarvik, Leif	Erfjord	Norway	infrasubspecific name		435		0
Lepidoptera	Geometridae	Larentia badiata ab. subbadiata		Aberration	subbadiata	Strand	1903	21	10003618	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"F. 8/5 56","ab. subbadiata Strand 1903", "Cidaria badiata Schiff."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Oslo	Oslo	Yes	Lepidoptera	Geometridae	Anticlea	Anticlea badiata	(Denis & Schiffermüller, 1775)	Invalid			24.10.2005		Aarvik, Leif	Frogner	Norway	infrasubspecific name		557		0
Lepidoptera	Geometridae	Larentia byssata ab. subbyssata		Aberration	subbyssata	Strand	1903	20	10003584	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Mauken 7.7.83.", "Schneider","ab. subbyssata Strand 1903.", "Cidaria polata Dup."	0	1	0	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Troms	Målselv	Unknown	Lepidoptera	Geometridae	Entephria	Entephria punctipes	(Curtis, 1835)	Invalid			24.10.2005		Aarvik, Leif	Mauken	Norway	infrasubspecific name		555		0
Lepidoptera	Geometridae	Lygris populata ab. circumscripta		Aberration	circumscripta	Strand	1901	57	10000962	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Nordreisen. Strand leg.", "Lygris populata L. ab. circumscripta Strand"	0	0	1	0	0	TRUE	Strand, E.	1901	Beitrag zur Schmetterlingsfauna Norwegens.	E. Strand 1901a			Nyt magazin for naturvidenskaberne		39	25-72				Troms	Nordreisa	Unknown	Lepidoptera	Geometridae	Eulithis	Eulithis populata	(Linnaeus, 1758)	Invalid			18.10.2005		Aarvik, Leif	Nordreisa	Norway	infrasubspecific name		417		0
Lepidoptera	Geometridae	Lygris populata ab. circumscripta		Aberration	circumscripta	Strand	1901	57	10000945	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Tysfjord", "Strand", "Lygris populata L. ab. circumscripta Strd."	0	1	0	0	0	TRUE	Strand, E.	1901	Beitrag zur Schmetterlingsfauna Norwegens.	E. Strand 1901a			Nyt magazin for naturvidenskaberne		39	25-72				Nordland	Tysfjord	Unknown	Lepidoptera	Geometridae	Eulithis	Eulithis populata	(Linnaeus, 1758)	Invalid			18.10.2005		Aarvik, Leif	Tysfjord	Norway	infrasubspecific name		416		0
Lepidoptera	Geometridae	Lygris populata ab. lutea		Aberration	lutea	Strand	1900	31	10001010	Syntype(s)	TRUE	Pinned	Pinned type collection		TRUE	"Nordreisen Strand leg.", "Lygris populata L. ab. lutea Strand"	0	1	0	0	0	TRUE	Strand, E.	1900	Lepidopterologiske undersøgelser, særlig i Nordlands amt.	E. Strand 1900			Archiv for Mathematik og Naturvidenskab. B.		22 (5)	3-62				Troms	Nordreisa	Yes	Lepidoptera	Geometridae	Eulithis	Eulithis populata	(Linnaeus, 1758)	Invalid			17.10.2005		Aarvik, Leif	Nordreisa	Norway	infrasubspecific name		387		0
Lepidoptera	Geometridae	Pygmaena fusca ab. destrigata		Aberration	destrigata	Strand	1904	143	10003619	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Austad (Sæt.) H Strand.", "Pygmaena fusca Thbg. ab. destrigata Strand"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Aust-Agder	Bygland	Yes	Lepidoptera	Geometridae	Macaria	Macaria fusca	(Thunberg, 1792)	Invalid			24.10.2005		Aarvik, Leif	Austad seter	Norway	infrasubspecific name		569		0
Lepidoptera	Geometridae	Pygmaena fusca ab. unistrigata		Aberration	unistrigata	Strand	1904	143	10003636	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Krødsherred Strand.", "Pygmaena fusca Thbg. ab. unistrigata Strand"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Buskerud	Krødsherad	Yes	Lepidoptera	Geometridae	Macaria	Macaria fusca	(Thunberg, 1792)	Invalid			24.10.2005		Aarvik, Leif	Krødsherad	Norway	infrasubspecific name		570		0
Lepidoptera	Geometridae	Selenia bilunaria ab. infuscata		Form	infuscata	Strand	1901	56	10001125	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Lødingen", "Selenia dentaria Esp. ab. infuscata Strand."	0	1	0	0	0	TRUE	Strand, E.	1901	Beitrag zur Schmetterlingsfauna Norwegens.	E. Strand 1901a			Nyt magazin for naturvidenskaberne		39	25-72				Nordland	Lødingen	Yes	Lepidoptera	Geometridae	Selenia	Selenia dentaria	(Fabricius, 1775)	Invalid			18.10.2005		Aarvik, Leif	Lødingen	Norway	infrasubspecific name		415		0
Lepidoptera	Geometridae	Selenia bilunaria f. minima		Form	minima	Strand	1901	56	10001080	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Lødingen", "Selenia dentaria Esp. forma minima Strand"	0	0	1	0	0	TRUE	Strand, E.	1901	Beitrag zur Schmetterlingsfauna Norwegens.	E. Strand 1901a			Nyt magazin for naturvidenskaberne		39	25-72				Nordland	Lødingen	Yes	Lepidoptera	Geometridae	Selenia	Selenia dentaria	(Fabricius, 1775)	Invalid			18.10.2005		Aarvik, Leif	Lødingen	Norway	infrasubspecific name		414		0
Lepidoptera	Geometridae	Triphosa dubitata ab. punctigera		Aberration	punctigera	Strand	1903	15	10003617	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Töien 5.40", "Siebke", "ab. punctigera Strand", "Triphosa dubitata L."	0	1	0	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Oslo	Oslo	Yes	Lepidoptera	Geometridae	Triphosa	Triphosa dubitata	(Linnaeus, 1758)	Invalid			24.10.2005		Aarvik, Leif	Tøyen	Norway	infrasubspecific name		548		0
Lepidoptera	Geometridae	Zamarada loleza		Species	loleza	Aarvik & Bjørnstad	2007	24	10003713	Holotype	TRUE	Pinned+preparation on slide	Pinned type collection	Aarvik 2207	TRUE	"TANZANIA, Mbeya Distr.: Loleza Peak 2000-2200 m., 14.vii.1992, leg. L. Aarvik", "HOLOTYPE, Zamarada loleza Aarvik & Bjørnstad M, Genital prep. 2207 L. Aarvik"	0	1	0	0	0	TRUE	Aarvik, L. & Bjørnstad, A.	2007	Review of the genus Zamarada Moore, 1887 (Lepidoptera: Geometridae) in Tanzania, with description of new species.	Aarvik & Bjørnstad 2007			Esperiana Memoir		3	7-57, pls. 1-9				Mbeya	Mbeya	Yes	Lepidoptera	Geometridae	Zamarada	Zamarada loleza	Aarvik & Bjørnstad 2007	Valid	Aarvik & Bjørnstad 2007		05.09.2005		Aarvik, Leif	Loleza Peak	Tanzania		Aarvik & Bjørnstad 2007	1172		0
Lepidoptera	Geometridae	Zamarada ndogo		Species	ndogo	Aarvik & Bjørnstad	2007	16	10003697	Holotype	TRUE	Pinned+preparation on slide	Pinned type collection	Aarvik 2170	TRUE	"TANZANIA, Morogoro Distr. & Town 550-600 m., 20.xii.1992, leg. L. Aarvik", "HOLOTYPE, Zamarada ndogo Aarvik & Bjørnstad M, Genital prep. 2170 L. Aarvik"	0	1	0	0	0	TRUE	Aarvik, L. & Bjørnstad, A.	2007	Review of the genus Zamarada Moore, 1887 (Lepidoptera: Geometridae) in Tanzania, with description of new species.	Aarvik & Bjørnstad 2007			Esperiana Memoir		3	7-57, pls. 1-9				Morogoro	Morogoro	Yes	Lepidoptera	Geometridae	Zamarada	Zamarada ndogo	Aarvik & Bjørnstad 2007	Valid	Aarvik & Bjørnstad 2007		05.09.2005		Aarvik, Leif	Morogoro Town	Tanzania		Aarvik & Bjørnstad 2007	1175		0
Lepidoptera	Gracillariidae	Coriscium norvegiellum		Species	norvegiellum	Wocke	1893	52	10001060	Paralectotype(s)	TRUE	Pinned	Pinned type collection		TRUE	"Tøien 12/6 83", " A. Moe", "Type"	0	1	0	0	0	TRUE	Wocke, M.F.	1893	Coriscium norvegiellum.	Wocke 1893			Christiania Videnskabs-Selskabs Forhandlinger		13	52-54				Oslo	Oslo	Yes	Lepidoptera	Gracillariidae	Gracillaria	Gracillaria loriolella	Frey, 1881	Invalid	De Prins 1985	De Prins 1985	18.02.2005		Aarvik, Leif	Tøyen	Norway	junior synonym	De Prins 1985	382		
Lepidoptera	Gracillariidae	Coriscium norvegiellum		Species	norvegiellum	Wocke	1893	52	10001043	Lectotype	TRUE	Pinned	Pinned type collection		TRUE	"Tøien 17.8.85", " A. Moe", "Type", "Lectotype Coriscium norvegiellum , Wocke, 1893 designated: L. Aarvik, 1985"	0	1	0	0	0	TRUE	Wocke, M.F.	1893	Coriscium norvegiellum.	Wocke 1893			Christiania Videnskabs-Selskabs Forhandlinger		13	52-54				Oslo	Oslo	Yes	Lepidoptera	Gracillariidae	Gracillaria	Gracillaria loriolella	Frey, 1881	Invalid	De Prins 1985	De Prins 1985	18.02.2005		Aarvik, Leif	Tøyen	Norway	junior synonym	De Prins 1985	32		0
Lepidoptera	Gracillariidae	Lithocolletis stettinensis ab. bistrigella		Aberration	bistrigella	Strand	1904	171	10003688	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaløerne Strand.", "Lithoc. stettinensis Nic. ab. bistrigella Strand"	1	0	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Gracillariidae	Phyllonorycter	Phyllonorycter stettinensis	(Nicelli, 1852)	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		585		0
Lepidoptera	Gracillariidae	Lithocolletis grönlieni		Species	grönlieni	Hering	1926	468	10001053	Holotype	TRUE	Pinned	Pinned type collection		TRUE	"Lithocolletis grönlieni nov. sp. det. Mart. Hering", "Odda 21-7-25 gez. Salix N. Grönlien legit."	1	0	0	0	0	TRUE	Hering, M.	1926	Minenstudien VII.	Hering 1926			Zeitschrift für Morphologie und Ökologie der Tiere		5	447-488				Hordaland	Odda	Yes	Lepidoptera	Gracillariidae	Phyllonorycter	Phyllonorycter hilarella	(Zetterstedt, 1839)	Invalid	De Prins & De Prins 2005		24.10.2005	One forewing and abdomen missing.	Aarvik, Leif	Odda	Norway	junior subjective synonym		474		0
Lepidoptera	Hesperiidae	Hesperia malvae ab. moryi		Aberration	moryi	Strand	1902	163	10003629	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"L.hmr. 24.6.77.", "Schøyen", "Moryi Strand 1902", "Hesperia malvae L."	0	1	0	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Oppland	Lillehammer	Unknown	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus malvae	(Linnaeus, 1758)	Invalid			24.10.2005		Aarvik, Leif	Lillehammer	Norway	infrasubspecific name		506		0
Lepidoptera	Hesperiidae	Hesperia malvae ab. moryi		Aberration	moryi	Strand	1902	163	10003612	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Vallø pr. Tønsberg.", "Strand leg.", "Hesperia malvae L. ab. Moryi Strand"	0	0	1	0	0	TRUE	Strand, E.	1902	Beitrag zur Schmetterlingsfauna Norwegens. II.	E. Strand 1902a			Nyt magazin for naturvidenskaberne		40	135-192				Vestfold	Tønsberg	Unknown	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus malvae	(Linnaeus, 1758)	Invalid			24.10.2005		Aarvik, Leif	Valløy	Norway	infrasubspecific name		505		0
Lepidoptera	Hesperiidae	Hesperia alveus ab. suffusa		Aberration	suffusa	Strand	1903	6	10003620	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Kr.sand. 9.7.86.", "Hagemann"ab. suffusa Strand 1903", "Hesperia alveus Hb."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Vest-Agder	Kristiansand	Yes	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus alveus	(Hübner, 1803)	Invalid			24.10.2005	This type specimen is the holotype of both ab. suffusa and v. scandinavicus. The latter name has been elevated to subspecific status, and is valid as the Scandinavian subspecies of Pyrgus alveus.	Aarvik, Leif	Kristiansand	Norway	infrasubspecific name		1092		0
Lepidoptera	Hesperiidae	Hesperia alveus ab. suffusa & v. scandinavicus		Aberration	suffusa & scandinavicus	Strand	1903	6	10003620	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Kr.sand. 9.7.86.", "Hagemann"ab. suffusa Strand 1903", "Hesperia alveus Hb."	0	0	1	0	0	TRUE	Strand, E.	1903	Neue Norwegische Schmetterlingsformen.	E. Strand 1903a			Archiv for Mathematik og Naturvidenskab. B.		25 (9)	3-24				Vest-Agder	Kristiansand	Yes	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus alveus ssp. scandinavicus	(Strand, 1903)	Valid			24.10.2005	This type specimen is the holotype of both ab. suffusa and v. scandinavicus. The latter name has been elevated to subspecific status, and is valid as the Scandinavian subspecies of Pyrgus alveus.	Aarvik, Leif	Kristiansand	Norway			578		0
Lepidoptera	Hesperiidae	Pyrgus centaureae ssp. schoyeni		Subspecies	schoyeni	Opheim	1959	4	10001112	Holotype	TRUE	Pinned	Pinned type collection		TRUE	"Odalen, 11.6.84", "Schøyen", "P. centaureae Ramb., ssp. schöyeni Oph.", "Type"	0	0	1	0	0	TRUE	Opheim, M.	1959	New forms of Pyrgus centaureae Ramb. (Lep. Hesperioidea).	Opheim 1959			Astarte		18	1-8				Hedmark	Sør-Odal	Yes	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus centaureae ssp. schoyeni	Oheim, 1959	Valid			03.10.2005		Aarvik, Leif	Odalen	Norway			205		
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003674	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaløerne Strand."	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		637		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003657	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		636		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003640	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		635		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003623	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		634		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003606	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		633		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. analimaculata		Aberration	analimaculata	Strand	1904	173	10003589	Syntype(s)	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler", "ab. analimaculata Strand"	0	1	0	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		632		0
Lepidoptera	Incurvariidae	Incurvaria pectinea ab. costimaculata		Aberration	costimaculata	Strand	1904	173	10003689	Holotype	TRUE	Pinned	Pinned type collection		FALSE	"Hvaler", "ab. costimaculata Strand"	0	0	1	0	0	TRUE	Strand, E.	1904	Beitrag zur Schmetterlingsfauna Norwegens. III.	E. Strand 1904			Nyt magazin for naturvidenskaberne		42	109-179				Østfold	Hvaler	Yes	Lepidoptera	Incurvariidae	Incurvaria	Incurvaria pectinea	Haworth, 1828	Invalid			24.10.2005		Aarvik, Leif	Hvaler	Norway	infrasubspecific name		620		0
