Order_orig.	Familiy_orig.	Orig._comb.		Described_as	Name	Author	Year	Page	Bar code	Type kind	Are we sure it is a published name?	Conserved as	Where	Associated preparation numbers	Labeled as type	Label(s)	Specimens	Males	Females	Larvae	Pupae	Original description checked?	Author(s)	Year	Title	Reference	Editors	Place	Periodicle	Publisher	Volume	Pages	Expedition	Country	Years	Province/Region/State	District/County/Municip.	This is type locality	Order.	Family	Genus	Combination	Author and year	Status	Reference to curr. taxonomy	Reference to publication of lectotype	Date	Remarks	Recorder	Locality	Country	Invalid details	Current combination established by	Record_ID	Search by bar code	Copy
Diptera		Hylemyia intersecta var. Arctica		Species	intersecta var. Arctica	Ringdahl	0	0	10003341	Paralectotype(s)	FALSE	Pinned	Pinned type collection		TRUE	("Paralectotype","Hoels eksp. 1930 Østgrønland juli 544","11986","Paradelia arctica (Ringd.) det. GCD Griffiths")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					684		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 54")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			615		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 53")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			614		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 47")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			613		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Kongsvold 15.8.61", "Siebke","Zool. Mus. Oslo G.l. 43")	1	0	0	0	0	FALSE														Sør-Trøndelag	Oppdal										31.10.2005		Gammelmo, Øivind	Kongsvoll	Norway			612		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Fogstue 21.7.73", "Siebke","Zool. Mus. Oslo G.l. 42")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Fokstua	Norway			611		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Fogstue 24.7.53", "Siebke","Zool. Mus. Oslo G.l. 41")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Fokstua	Norway			610		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Fogstue 24.7.53", "Siebke","Zool. Mus. Oslo G.l. 41")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Fokstua	Norway			609		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Kongsvold 27.7.73", "Siebke","Zool. Mus. Oslo G.l. 49")	1	0	0	0	0	FALSE														Sør-Trøndelag	Oppdal										31.10.2005		Gammelmo, Øivind	Kongsvoll	Norway			607		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 49")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			606		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 59")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			605		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 51")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			604		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 50")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			603		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 60")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			602		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 55")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			601		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 52")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			600		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 48")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			599		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Dovre", "Siebke","Zool. Mus. Oslo G.l. 58")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Dovre	Norway			598		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Jerkin 25.7.53", "Siebke","Limnobia macrura Sieb.","Zool. Mus. Oslo G.l. 38")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Hjerkinn	Norway			597		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Kongsvoll 20.8.61", "Siebke","Zool. Mus. Oslo G.l. 45")	1	0	0	0	0	FALSE														Sør-Trøndelag	Oppdal										31.10.2005		Gammelmo, Øivind	Kongsvoll	Norway			595		0
Diptera		Limnobia macroura		Species	macroura	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Jerkin 27.7.53", "Siebke","Zool. Mus. Oslo G.l. 40")	1	0	0	0	0	FALSE														Oppland	Dovre										31.10.2005		Gammelmo, Øivind	Hjerkinn	Norway			594		0
Diptera		Limnobia nigronotata		Species	nigronotata	Siebke	1870	305	10001484	Cotype	FALSE	Pinned	Pinned type collection		FALSE	("Gol 12.7.69","Siebke","L NIGRONOTATA SIEBKE DET. LAKSCH.","Limnobia nigrolineata","Zool. Mus. Oslo Gl 255")	1	0	0	0	0	TRUE	Siebke, H.	1870	Beretning om en i Sommeren 1869 foretagen entomologisk Reise gjennem Ringerige, Hallingdal og Valdres	Siebke 1870		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	19 (3)	246-314				Buskerud	Gol		Diptera	Limoniidae	Limonia	Limonia nigronotata					28.09.2005		Gammelmo, Øivind	Gol	Norway			172		
Diptera		Limnophytes borealis		Species	borealis	Goetghebuer	0	0	10000632	Lectotype	FALSE	On slide	Slide type collection		TRUE	("Limnophytes borealis n.sp. Det. Goetghebuer","TYPE male M. Goetghebuer","Hoels eksp. 1930 Østgrønland.juli",#Gl 2789 Z.M.Oslo","LECTOTYPE (= L. brachytomus (Kieffer) det. O.A.Sæther")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												21.11.2005		Gammelmo, Øivind					1101		0
Diptera		Lypha arctica		Species	arctica	Sack	0	0	10003269		FALSE	Pinned	Pinned type collection		TRUE	("TYPUS (BLUE LABEL)","Novaj.Semlja Ökland Pankratjef halvöen 19 aug no 239","Gl. 1621 ZM Oslo","Lypha arctica n.sp.","conf. EA.Mesnil 4/3-54")	1	0	0	0	0	FALSE																	Diptera								06.10.2005		Gammelmo, Øivind					213		
Diptera		Lypha arctica		Species	arctica	Sack	0	0	10003291		FALSE	Pinned	Pinned type collection		FALSE	("Hoels eksp. 1929 Østgrønland /2","Lypha arctica Sack","3639")	1	0	0	0	0	FALSE																									06.10.2005		Gammelmo, Øivind					212		
Diptera		Lypha arctica		Species	arctica	Sack	0	0	10003280		FALSE	Pinned	Pinned type collection		TRUE	("TYPUS (BLUE LABEL)","Novaj.Semlja Ökland Machiginbugten 30 juli no 155","Lypha arctica n.sp. Verpl.(?) L. dubia","Gl.1622 ZM Oslo","conf.EA Mesnil 4/3-54","3638")	1	0	0	0	0	FALSE																									06.10.2005		Gammelmo, Øivind					211		
Diptera		Macrocera frigida		Species	frigida	Sack	0	0	10003258		FALSE	Pinned	Pinned type collection		TRUE	("TYPUS (BLUE LABEL)","Novaj.Semlja Ökland Machiginbugten 8 aug no 187a","Macrocera frigida nov. spec.")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					764		0
Diptera		Micropsecta natvigi		Species	natvigi	Goetghebuer	0	0	10000564		FALSE	Pinned	Pinned type collection		TRUE	("gl. 1184 ZM Oslo","11904","553","TYPE male M Goetghebuer (YELLOW LABEL)","Hoels eksp. 1930 Østgrønland juli","Micropsecta natvigi n.sp. Det. Goetghebuer","gl 1184a Z.M. Oslo")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					700		0
Diptera		Ormosia holtedahli		Species	holtedahli	Alexander	0	0	10003254	Paratype(s)	FALSE	Pinned	Pinned type collection		FALSE	Novaj. Semlja Økland Lommevandet Betulaschabugten 16.juli No 63 PARATYPE O.h. C.P. Alexander G.Z. 252 ZMO	1	0	0	0	0	FALSE																									07.10.2005		Gammelmo, Øivind					231		
Diptera		holtedahli		Species	holtedahli		0	0	10003265	Holotype	FALSE	Pinned	Pinned type collection		FALSE	Novaj Semla Økland Admiralitetshalvøen 21 aug. No 242 R. fascipennis Zett. Det Lacksch. G.Z. 253 ZMO HOLOTYPE O.h. C.P. Alexander	1	0	0	0	0	FALSE																									07.10.2005		Gammelmo, Øivind					229		
Diptera		Orthocladius adsimilis		Species	adsimilis	Goetghebuer	0	0	10000631		FALSE	On slide	Slide type collection		TRUE	("Orthocladius adsimilis Goet","Orthocladius adsimilis n.sp. Det. Goetghebuer","TYPE male M. Goetghebuer","642","gl 2786 Z.M.Oslo","Hoels eksp. 1930 Østgrønland Aug.")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												21.11.2005		Gammelmo, Øivind					1100		0
Diptera		Orthocladius fusistylus		Species	fusistylus	Goetghebuer	0	0	10003347		FALSE	Pinned	Pinned type collection		TRUE	("614","Hoels eksp. 1930 Østgrønland Aug.","TYPE male M Goetghebuer (YELLOW LABEL)","Orthocladius fisistylus n sp det. Goetghebuer","Trissocladius (s.s.) fusistylus (Goetgh.) det. D.R. Oliver")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					695		0
Diptera		Orthocladius longipes		Species	longipes	Goetghebuer	0	0	10003348		FALSE	Pinned	Pinned type collection		TRUE	("631","Hoels eksp. 1930 Østgrønland Aug.","TYPE male M Goetghebuer (YELLOW LABEL)","Orthocladius lingipes n. sp. Det. Goetghebuer")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					696		0
Diptera		Orthocladius natvigi		Species	natvigi	Goetghebuer	0	0	10003350		FALSE	Pinned	Pinned type collection		TRUE	("Hoels exp. 1930 Franz Josephs Land","Eirahamn, Belløya 17.aug.","TYPE male M Goetghebuer (YELLOW LABEL)","Orthocladius natvigi n. sp. Det. Goetghebuer","Gl 2787 Z.M. Oslo","Trissocladius (s.s.) conformis (Holmgr.) det. D.R. Oliver","Genit. Prep. …	0	1	0	0	0	FALSE														Franz Josephs Land											01.11.2005		Gammelmo, Øivind	Eirahamn, Belløya	Russia			702		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003340	Syntype(s)	FALSE	Pinned	Pinned type collection		TRUE	("614","Hoels eksp. 1930 Østgrønland aug.","TYPUS (WHITE LABEL)","12371")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					681		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003339	Syntype(s)	FALSE	Pinned	Pinned type collection		TRUE	("549","Hoels eksp. 1930 Østgrønland juli","TYPUS (WHITE LABEL)","12370") + separate pin ("Syntypus Phaonia bidentata Ringd. Juli 1930 male 549")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					679		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003338	Holotype	FALSE	Pinned	Pinned type collection		TRUE	("549","Hoels eksp. 1930 Østgrønland, juli","12369","TYPUS (RED LABEL(","Phaonia bidentata Ringd.")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					674		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003337	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("Hoels exp. Grönland 1930","563")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					673		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003336	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("Hoels eksp. 1930 Østgrønland, 7")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					671		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003334	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("Hoels eksp. 1930 Østgrønland, 36")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					670		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003333	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("Hoels eksp. 1930 Østgrønland, 625")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					669		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003332	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("546","Hoels eksp. 1930 Østgrønland")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					668		0
Diptera		Phaonia bidentata		Species	bidentata	Ringdahl	1933	0	10003335	Syntype(s)	FALSE	Pinned	Pinned type collection		FALSE	("Hoels eksp. 1930 Østgrønland, 7")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					666		0
Diptera		Psairoptera bipunctata var. B		Species	bipunctata var. B	Siebke	0	0			FALSE	Pinned	Pinned type collection		FALSE	("Tønsberg","Siebke","12769","Homalocephala albitarsis Zett.? Female det. L. greve 96")	1	0	0	0	0	FALSE																									31.10.2005		Gammelmo, Øivind	Tønsberg	Norway			593		0
Diptera		Psiloconopa novae-zemblae		Species	novae-zemblae	Alexander	0	0	10003247	Paratype(s)	FALSE	Pinned	Pinned type collection		FALSE	PARATYPE Novaja Semlja Økland Pomoskajabugten Matotchiustrædet 7.juli No 11 C.P.Alexander	1	0	0	0	0	FALSE																									07.10.2005	Utlånt til Bo Tjeder 13/4 1973??????	Gammelmo, Øivind					247		
Diptera		Rhamphomyia armipes		Species	armipes	Sack	0	0	10003287		FALSE	Pinned	Pinned type collection		TRUE	("TYPUS (BLE LABEL)","GL.1696 ZM Oslo","Novaj.Semlja Ökland Sølvbugten Nordöen 24 juli no 120","Rhamphomyia armipes nov.spec.","TYPUS (RED LABEL)")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					771		0
Diptera		Rhamphomyia armipes		Species	armipes	Sack	0	0	10003276		FALSE	Pinned	Pinned type collection		TRUE	("TYPUS (BLUE LABEL)","Novaj.Semlja Ökland Østre Korsö (Archangelbugt) no 224 15.aug.","Rhamphomyia armipes nov.spec.","Gl.1695 ZM Oslo","Mus.Zoo.Spec.typ.","TYPUS (RED LABEL)")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					770		0
Diptera		Rhamphomyia armipes		Species	armipes	Sack	0	0	10003298		FALSE	Pinned	Pinned type collection		TRUE	("Novaj.Semlja Ökland Berek (Briska) öen 18 aug no 235","Rhamphomyia armipes nov.spec.","TYPUS (RED LABEL)")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					769		0
Diptera		Rhamphomyia hoeli		Species	hoeli	Frey	0	0	10003345		FALSE	Pinned	Pinned type collection		TRUE	("509","Hoels eksp. 1930 Østgrønland juli","Spec. Typ.","Gl.1698 zm. Oslo","TYPUS (RED LABEL)")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					694		0
Diptera		Rhamphomyia hoeli		Species	hoeli	Frey	0	0	10003344		FALSE	Pinned	Pinned type collection		TRUE	("Hoels eksp.1929 Østgrønland 7","Gl.1697 zm.oslo","Mus. Zool. H:fors Spec. Typ. No.","pinx","TYPUS (RED LABEL)","Rh. Hoeli Frey (=Helsi error) Frey det.")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					693		0
Diptera		Rhamphomyia nigrita		Species	nigrita	Zetterstedt	0	0	10003355		FALSE	Pinned	Pinned type collection		TRUE	("578","Hoels eksp. 1930 Østgrønland","prinx…","Gl. 1711 Z.M.Oslo","TYPUS (RED LABEL)","Rhamphomyia nigrita Zett. Frey Det.")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					665		0
Diptera		Rhamphomyia nordquisti		Species	nordquisti	Holmgren (?)	0	0	10003302		FALSE	Pinned	Pinned type collection		TRUE	("Novaj.Semlja Ökland, Østre korsö Archangelbugten no 224 15 aug.","Rhamphomyia nordquisti Hol.","TYPUS (RED LABEL)")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					767		0
Diptera		Smittia subnudipennis		Species	subnudipennis	Goetghebuer	0	0	10003349		FALSE	Pinned	Pinned type collection		TRUE	("Hoels eksp. 1930 Østgrønland Aug. 642","TYPE male M Goetghebuer (YELLOW LABEL)"," Smittia subnudipennis n.sp. Det. Goetghebuer")	0	1	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930												01.11.2005		Gammelmo, Øivind					697		0
Diptera		Tipula siebkei		Species	siebkei	Zetterstedt	1852	0	10001495	Cotype	FALSE	Pinned	Pinned type collection		TRUE	("Bæklag 30.6.52","Siebke","COTYPUS","TIP. SIEBKEI DET. LAKSCH.","Zool.Mus.Oslo G.l.11")	1	0	0	0	0	FALSE														Oslo	Oslo		Diptera	Tipulidae	Tipula (Mediotipula)	Tipula (Mediotipula) siebkei	Zetterstedt 1852				28.09.2005		Gammelmo, Øivind	Bekkelaget	Norway			180		
Diptera		Tipula siebkei		Species	siebkei	Zetterstedt	1852	0	10001494	Cotype	FALSE	Pinned	Pinned type collection		TRUE	("Bæklag 30.6.52","Siebke","COTYPUS","Zool.Mus.OsloG.l.10","Tipula siebkei")	1	0	0	0	0	FALSE														Oslo	Oslo		Diptera	Tipulidae	Tipula (Mediotipula)	Tipula (Mediotipula) siebkei	Zetterstedt 1852				28.09.2005		Gammelmo, Øivind	Bekkelaget	Norway			179		
Diptera		Tipula øklandi		Species	øklandi	Alexander	0	0	10003232	Paratype(s)	FALSE	Pinned	Pinned type collection		TRUE	("Novaj.Semlja Ökland Machiginbugten 30 juli no 155","PARATYPE Tipula öklandi C.P. Alexander","Zool.Mus.Oslo G.l.250","11447","TIP. CILIATA LNDSTR. DET. LACKSCH.")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					762		0
Diptera		Tipula øklandi		Species	øklandi	Alexander	0	0	10003303	Paratype(s)	FALSE	Pinned	Pinned type collection		TRUE	("Novaj.Semlja Ökland Machiginbugten 30 juli no 155","PARATYPE Tipula öklandi C.P. Alexander","Zool. Mus. Oslo G.l.251","11446")	1	0	0	0	0	FALSE																									02.11.2005		Gammelmo, Øivind					761		0
Diptera		Tipula øklandi		Species	øklandi	Alexander	0	0	10003243	Paratype(s)	FALSE	Pinned	Pinned type collection		FALSE	Novaja Semlja Økland Machigubugten 30.juli No 155 PARATYPE Tipula ciliata Lndstr. Det. Lacksch	1	0	0	0	0	FALSE																									07.10.2005		Gammelmo, Øivind					249		
Diptera		Tipula øklandi		Species	øklandi	Alexander	0	0	10003314	Holotype	FALSE	Pinned	Pinned type collection		FALSE	Novaja Semlja Økland Machigubugten 30.juli No 155 HOLOTYPE Tipula ciliata Lndstr. Det. Lacksch. ZMO G.Z.248	1	0	0	0	0	FALSE																									07.10.2005		Gammelmo, Øivind					248		
Diptera	Agromyzides	Agromyza dorsata		Species	dorsata	Siebke	1863	169	10001505	Holotype	TRUE	Pinned	Pinned type collection		TRUE	("Jerkin 27.7.53","Siebke","89","gl.1457 ZM.Oslo","Holotype","Lemurimyza dorsata (Siebke) K.A.Spencer det. 1964 ♂ ("striata Hd.)")	0	1	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Agromyzidae	Phytoliriomyza	Phytoliriomyza dorsata	(Siebke 1863)				30.09.2005		Gammelmo, Øivind	Hjerkinn	Norway			188		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001479		FALSE	Pinned	Pinned type collection		FALSE	("Fogstuen 16.7.73","Siebke")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				28.09.2005		Gammelmo, Øivind	Fokstua	Norway			170		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001477		FALSE	Pinned	Pinned type collection		FALSE	("Fogstuen 16.7.73",Siebke")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				28.09.2005		Gammelmo, Øivind	Fokstua	Norway			169		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001476		FALSE	Pinned	Pinned type collection		FALSE	("Jerkin 23.7.73","Siebke")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				28.09.2005		Gammelmo, Øivind	Hjerkinn	Norway			168		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001478		FALSE	Pinned	Pinned type collection		FALSE	("Jerkin 23./.73","Siebke")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				28.09.2005		Gammelmo, Øivind	Hjerkinn	Norway			167		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001475		FALSE	Pinned	Pinned type collection		FALSE	("Jerkin 23.7.73","Siebke","Hirtea femoralis Siebke, Dovre")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				28.09.2005		Gammelmo, Øivind	Hjerkinn	Norway			166		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001482		FALSE	Pinned	Pinned type collection		FALSE	("Fogstue 8.7.61","Siebke")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				26.09.2005		Gammelmo, Øivind	Fokstua	Norway			165		
Diptera	Bibionidae	Hirtea femoralis		Species	femoralis	Siebke	1863	171	10001483		FALSE	Pinned	Pinned type collection		FALSE	("Fogstue 8.7.61","Siebke","TYPUS Hirtea femoralis Siebke (N)") (Red label)	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Bibionidae	Bibio	Bibio siebkei	Mik 1880				26.09.2005		Gammelmo, Øivind	Fokstua	Norway			164		
Diptera	Cecidomyzides	Campylomyia alpina		Species	alpina	Siebke	1863	175	10000541	Holotype	TRUE	On slide	Pinned type collection		TRUE	("128, Dovre, Siebke, TYPUS Campylomyia aplina Siebke (N)", "Holotype, Campylomyza alpina SIEBKE, 1863, prep. JASCHHOF, 1995")	1	0	0	0	0	TRUE	Siebke, H.	1863	Beretning om en i Sommeren 1861 foretagen entomologisk Reise	Siebke 1863		Christiania	Nyt Magazin for Naturvidenskaberne	Physiographiske Forening	12 (V)	105-192				Oppland	Dovre		Diptera	Cecidomyiidae	Campylomyza	Campylomyza alpina					28.09.2005		Gammelmo, Øivind	Dovre	Norway			171		0
Diptera	Chironomidae	Ablabesmyia melanosoma		Species	melanosoma	Goetghebuer	1933	0	10003331		FALSE	Pinned	Pinned type collection		TRUE	("Hoels eksp. 1930 Østgrønland. Juli 553","TYPE male M. Goetghebuer (YELLOW LABEL)","Ablabesmyia melanosoma, Det. Goetghebuer")	1	0	0	0	0	FALSE											Hoel's Grønlandsekspedisjon	Greenland (Denmark)	1929-1930				Diptera	Chironomidae	Arctopelopia	Arctopelopia melanosoma	(Goetghebuer, 1933)				01.11.2005		Gammelmo, Øivind					663		0
